"Ticket_ID,Date_Opened,Date_Closed,Resolution_Due_Date,Category,Assigned_To,Status"
"T703,2024-09-27,2024-09-28,2024-10-01,Network,Mike Johnson,Closed"
"T704,2024-02-20,2024-02-21,2024-02-24,Security,Sarah Brown,Closed"
"T705,2024-08-21,2024-08-22,2024-08-25,Hardware,John Doe,Closed"
"T706,2024-01-15,2024-01-16,2024-01-19,Software,Jane Smith,Closed"
"T707,2024-04-30,2024-05-01,2024-05-04,Network,Mike Johnson,Closed"
"T708,2024-11-02,2024-11-03,2024-11-06,Security,Sarah Brown,Closed"
"T709,2024-03-19,2024-03-20,2024-03-23,Hardware,John Doe,Closed"
"T710,2024-09-09,2024-09-10,2024-09-13,Software,Jane Smith,Closed"
"T711,2024-01-31,2024-02-01,2024-02-04,Network,Mike Johnson,Closed"
"T712,2024-05-20,2024-05-21,2024-05-24,Security,Sarah Brown,Closed"
"T713,2024-12-04,2024-12-05,2024-12-08,Hardware,John Doe,Closed"
"T714,2024-04-07,2024-04-08,2024-04-11,Software,Jane Smith,Closed"
"T715,2024-10-01,2024-10-02,2024-10-05,Network,Mike Johnson,Closed"
"T716,2024-02-24,2024-02-25,2024-02-28,Security,Sarah Brown,Closed"
"T717,2024-08-25,2024-08-26,2024-08-29,Hardware,John Doe,Closed"
"T718,2024-01-19,2024-01-20,2024-01-23,Software,Jane Smith,Closed"
"T719,2024-05-04,2024-05-05,2024-05-08,Network,Mike Johnson,Closed"
"T720,2024-11-06,2024-11-07,2024-11-10,Security,Sarah Brown,Closed"
"T721,2024-03-23,2024-03-24,2024-03-27,Hardware,John Doe,Closed"
"T722,2024-09-13,2024-09-14,2024-09-17,Software,Jane Smith,Closed"
"T723,2024-02-04,2024-02-05,2024-02-08,Network,Mike Johnson,Closed"
"T724,2024-05-24,2024-05-25,2024-05-28,Security,Sarah Brown,Closed"
"T725,2024-12-08,2024-12-09,2024-12-12,Hardware,John Doe,Closed"
"T726,2024-04-11,2024-04-12,2024-04-15,Software,Jane Smith,Closed"
"T727,2024-10-05,2024-10-06,2024-10-09,Network,Mike Johnson,Closed"
"T728,2024-02-28,2024-02-29,2024-03-03,Security,Sarah Brown,Closed"
"T729,2024-08-29,2024-08-30,2024-09-02,Hardware,John Doe,Closed"
"T730,2024-01-23,2024-01-24,2024-01-27,Software,Jane Smith,Closed"
"T731,2024-05-08,2024-05-09,2024-05-12,Network,Mike Johnson,Closed"
"T732,2024-11-10,2024-11-11,2024-11-14,Security,Sarah Brown,Closed"
"T733,2024-03-27,2024-03-28,2024-03-31,Hardware,John Doe,Closed"
"T734,2024-09-17,2024-09-18,2024-09-21,Software,Jane Smith,Closed"
"T735,2024-02-08,2024-02-09,2024-02-12,Network,Mike Johnson,Closed"
"T736,2024-05-28,2024-05-29,2024-06-01,Security,Sarah Brown,Closed"
"T737,2024-12-12,2024-12-13,2024-12-16,Hardware,John Doe,Closed"
"T738,2024-04-15,2024-04-16,2024-04-19,Software,Jane Smith,Closed"
"T739,2024-10-09,2024-10-10,2024-10-13,Network,Mike Johnson,Closed"
"T740,2024-03-03,2024-03-04,2024-03-07,Security,Sarah Brown,Closed"
"T741,2024-09-02,2024-09-03,2024-09-06,Hardware,John Doe,Closed"
"T742,2024-01-27,2024-01-28,2024-01-31,Software,Jane Smith,Closed"
"T743,2024-05-12,2024-05-13,2024-05-16,Network,Mike Johnson,Closed"
"T744,2024-11-14,2024-11-15,2024-11-18,Security,Sarah Brown,Closed"
"T745,2024-03-31,2024-04-01,2024-04-04,Hardware,John Doe,Closed"
"T746,2024-09-21,2024-09-22,2024-09-25,Software,Jane Smith,Closed"
"T747,2024-02-12,2024-02-13,2024-02-16,Network,Mike Johnson,Closed"
"T748,2024-06-01,2024-06-02,2024-06-05,Security,Sarah Brown,Closed"
"T749,2024-12-16,2024-12-17,2024-12-20,Hardware,John Doe,Closed"
"T750,2024-04-19,2024-04-20,2024-04-23,Software,Jane Smith,Closed"
"T751,2024-10-13,2024-10-14,2024-10-17,Network,Mike Johnson,Closed"
"T752,2024-03-07,2024-03-08,2024-03-11,Security,Sarah Brown,Closed"
"T753,2024-09-06,2024-09-07,2024-09-10,Hardware,John Doe,Closed"
"T754,2024-01-31,2024-02-01,2024-02-04,Software,Jane Smith,Closed"
"T755,2024-05-16,2024-05-17,2024-05-20,Network,Mike Johnson,Closed"
"T756,2024-11-18,2024-11-19,2024-11-22,Security,Sarah Brown,Closed"
"T757,2024-04-04,2024-04-05,2024-04-08,Hardware,John Doe,Closed"
"T758,2024-09-25,2024-09-26,2024-09-29,Software,Jane Smith,Closed"
"T759,2024-01-05,2024-01-08,2024-01-10,Network,Mike Johnson,Closed"
"T760,2024-01-10,2024-01-13,2024-01-15,Security,Sarah Brown,Closed"
"T761,2024-01-15,2024-01-18,2024-01-20,Hardware,John Doe,Closed"
"T762,2024-01-20,2024-01-23,2024-01-25,Software,Jane Smith,Closed"
"T763,2024-01-25,2024-01-28,2024-01-30,Network,Mike Johnson,Closed"
"T764,2024-01-30,2024-02-02,2024-02-04,Security,Sarah Brown,Closed"
"T765,2024-02-04,2024-02-07,2024-02-09,Hardware,John Doe,Closed"
"T766,2024-02-09,2024-02-12,2024-02-14,Software,Jane Smith,Closed"
"T767,2024-02-14,2024-02-17,2024-02-19,Network,Mike Johnson,Closed"
"T768,2024-02-19,2024-02-22,2024-02-24,Security,Sarah Brown,Closed"
"T769,2024-02-24,2024-02-27,2024-02-29,Hardware,John Doe,Closed"
"T770,2024-02-29,2024-03-03,2024-03-05,Software,Jane Smith,Closed"
"T771,2024-03-05,2024-03-08,2024-03-10,Network,Mike Johnson,Closed"
"T772,2024-03-10,2024-03-13,2024-03-15,Security,Sarah Brown,Closed"
"T773,2024-03-15,2024-03-18,2024-03-20,Hardware,John Doe,Closed"
"T774,2024-03-20,2024-03-23,2024-03-25,Software,Jane Smith,Closed"
"T775,2024-03-25,2024-03-28,2024-03-30,Network,Mike Johnson,Closed"
"T776,2024-03-30,2024-04-02,2024-04-04,Security,Sarah Brown,Closed"
"T777,2024-04-04,2024-04-07,2024-04-09,Hardware,John Doe,Closed"
"T778,2024-04-09,2024-04-12,2024-04-14,Software,Jane Smith,Closed"
"T779,2024-04-14,2024-04-17,2024-04-19,Network,Mike Johnson,Closed"
"T780,2024-04-19,2024-04-22,2024-04-24,Security,Sarah Brown,Closed"
"T781,2024-04-24,2024-04-27,2024-04-29,Hardware,John Doe,Closed"
"T782,2024-04-29,2024-05-02,2024-05-04,Software,Jane Smith,Closed"
"T783,2024-05-04,2024-05-07,2024-05-09,Network,Mike Johnson,Closed"
"T784,2024-05-09,2024-05-12,2024-05-14,Security,Sarah Brown,Closed"
"T785,2024-05-14,2024-05-17,2024-05-19,Hardware,John Doe,Closed"
"T786,2024-05-19,2024-05-22,2024-05-24,Software,Jane Smith,Closed"
"T787,2024-05-24,2024-05-27,2024-05-29,Network,Mike Johnson,Closed"
"T788,2024-05-29,2024-06-01,2024-06-03,Security,Sarah Brown,Closed"
"T789,2024-06-03,2024-06-06,2024-06-08,Hardware,John Doe,Closed"
"T790,2024-06-08,2024-06-11,2024-06-13,Software,Jane Smith,Closed"
"T791,2024-06-13,2024-06-16,2024-06-18,Network,Mike Johnson,Closed"
"T792,2024-06-18,2024-06-21,2024-06-23,Security,Sarah Brown,Closed"
"T793,2024-06-23,2024-06-26,2024-06-28,Hardware,John Doe,Closed"
"T794,2024-06-28,2024-07-01,2024-07-03,Software,Jane Smith,Closed"
"T795,2024-07-03,2024-07-06,2024-07-08,Network,Mike Johnson,Closed"
"T796,2024-07-08,2024-07-11,2024-07-13,Security,Sarah Brown,Closed"
"T797,2024-07-13,2024-07-16,2024-07-18,Hardware,John Doe,Closed"
"T798,2024-07-18,2024-07-21,2024-07-23,Software,Jane Smith,Closed"
"T799,2024-07-23,2024-07-26,2024-07-28,Network,Mike Johnson,Closed"
"T800,2024-07-28,2024-07-31,2024-08-02,Security,Sarah Brown,Closed"
"T801,2024-08-02,2024-08-05,2024-08-07,Hardware,John Doe,Closed"
"T802,2024-08-07,2024-08-10,2024-08-12,Software,Jane Smith,Closed"
"T803,2024-08-12,2024-08-15,2024-08-17,Network,Mike Johnson,Closed"
"T804,2024-08-17,2024-08-20,2024-08-22,Security,Sarah Brown,Closed"
"T805,2024-08-22,2024-08-25,2024-08-27,Hardware,John Doe,Closed"
"T806,2024-08-27,2024-08-30,2024-09-01,Software,Jane Smith,Closed"
"T807,2024-09-01,2024-09-04,2024-09-06,Network,Mike Johnson,Closed"
"T808,2024-09-06,2024-09-09,2024-09-11,Security,Sarah Brown,Closed"
"T809,2024-09-11,2024-09-14,2024-09-16,Hardware,John Doe,Closed"
"T810,2024-09-16,2024-09-19,2024-09-21,Software,Jane Smith,Closed"
"T811,2024-09-21,2024-09-24,2024-09-26,Network,Mike Johnson,Closed"
"T812,2024-09-26,2024-09-29,2024-10-01,Security,Sarah Brown,Closed"
"T813,2024-10-01,2024-10-04,2024-10-06,Hardware,John Doe,Closed"
"T814,2024-10-06,2024-10-09,2024-10-11,Software,Jane Smith,Closed"
"T815,2024-10-11,2024-10-14,2024-10-16,Network,Mike Johnson,Closed"
"T816,2024-10-16,2024-10-19,2024-10-21,Security,Sarah Brown,Closed"
"T817,2024-10-21,2024-10-24,2024-10-26,Hardware,John Doe,Closed"
"T818,2024-10-26,2024-10-29,2024-10-31,Software,Jane Smith,Closed"
"T819,2024-10-31,2024-11-03,2024-11-05,Network,Mike Johnson,Closed"
"T820,2024-11-05,2024-11-08,2024-11-10,Security,Sarah Brown,Closed"
"T821,2024-11-10,2024-11-13,2024-11-15,Hardware,John Doe,Closed"
"T822,2024-11-15,2024-11-18,2024-11-20,Software,Jane Smith,Closed"
"T823,2024-11-20,2024-11-23,2024-11-25,Network,Mike Johnson,Closed"
"T824,2024-11-25,2024-11-28,2024-11-30,Security,Sarah Brown,Closed"
"T825,2024-11-30,2024-12-03,2024-12-05,Hardware,John Doe,Closed"
"T826,2024-12-05,2024-12-08,2024-12-10,Software,Jane Smith,Closed"
"T827,2024-12-10,2024-12-13,2024-12-15,Network,Mike Johnson,Closed"
"T828,2024-12-15,2024-12-18,2024-12-20,Security,Sarah Brown,Closed"
"T829,2024-12-20,2024-12-23,2024-12-25,Hardware,John Doe,Closed"
"T830,2024-12-25,2024-12-28,2024-12-30,Software,Jane Smith,Closed"
"T831,2024-01-02,2024-01-05,2024-01-07,Network,Mike Johnson,Closed"
"T832,2024-01-07,2024-01-10,2024-01-12,Security,Sarah Brown,Closed"
"T833,2024-01-12,2024-01-15,2024-01-17,Hardware,John Doe,Closed"
"T834,2024-01-17,2024-01-20,2024-01-22,Software,Jane Smith,Closed"
"T835,2024-01-22,2024-01-25,2024-01-27,Network,Mike Johnson,Closed"
"T836,2024-01-27,2024-01-30,2024-02-01,Security,Sarah Brown,Closed"
"T837,2024-02-01,2024-02-04,2024-02-06,Hardware,John Doe,Closed"
"T838,2024-02-06,2024-02-09,2024-02-11,Software,Jane Smith,Closed"
"T839,2024-02-11,2024-02-14,2024-02-16,Network,Mike Johnson,Closed"
"T840,2024-02-16,2024-02-19,2024-02-21,Security,Sarah Brown,Closed"
"T841,2024-02-21,2024-02-24,2024-02-26,Hardware,John Doe,Closed"
"T842,2024-02-26,2024-02-29,2024-03-02,Software,Jane Smith,Closed"
"T843,2024-03-02,2024-03-05,2024-03-07,Network,Mike Johnson,Closed"
"T844,2024-03-07,2024-03-10,2024-03-12,Security,Sarah Brown,Closed"
"T845,2024-03-12,2024-03-15,2024-03-17,Hardware,John Doe,Closed"
"T846,2024-03-17,2024-03-20,2024-03-22,Software,Jane Smith,Closed"
"T847,2024-03-22,2024-03-25,2024-03-27,Network,Mike Johnson,Closed"
"T848,2024-03-27,2024-03-30,2024-04-01,Security,Sarah Brown,Closed"
"T849,2024-04-01,2024-04-04,2024-04-06,Hardware,John Doe,Closed"
"T850,2024-04-06,2024-04-09,2024-04-11,Software,Jane Smith,Closed"
"T851,2024-04-11,2024-04-14,2024-04-16,Network,Mike Johnson,Closed"
"T852,2024-04-16,2024-04-19,2024-04-21,Security,Sarah Brown,Closed"
"T853,2024-04-21,2024-04-24,2024-04-26,Hardware,John Doe,Closed"
"T854,2024-04-26,2024-04-29,2024-05-01,Software,Jane Smith,Closed"
"T855,2024-05-01,2024-05-04,2024-05-06,Network,Mike Johnson,Closed"
"T856,2024-05-06,2024-05-09,2024-05-11,Security,Sarah Brown,Closed"
"T857,2024-05-11,2024-05-14,2024-05-16,Hardware,John Doe,Closed"
"T858,2024-05-16,2024-05-19,2024-05-21,Software,Jane Smith,Closed"
"T859,2024-05-21,2024-05-28,2024-05-26,Network,Mike Johnson,Closed"
"T860,2024-05-26,2024-06-02,2024-05-31,Security,Sarah Brown,Closed"
"T861,2024-05-31,2024-06-07,2024-06-05,Hardware,John Doe,Closed"
"T862,2024-06-05,2024-06-12,2024-06-10,Software,Jane Smith,Closed"
"T863,2024-06-10,2024-06-17,2024-06-15,Network,Mike Johnson,Closed"
"T864,2024-06-15,2024-06-22,2024-06-20,Security,Sarah Brown,Closed"
"T865,2024-06-20,2024-06-27,2024-06-25,Hardware,John Doe,Closed"
"T866,2024-06-25,2024-07-02,2024-06-30,Software,Jane Smith,Closed"
"T867,2024-06-30,2024-07-07,2024-07-05,Network,Mike Johnson,Closed"
"T868,2024-07-05,2024-07-12,2024-07-10,Security,Sarah Brown,Closed"
"T869,2024-07-10,2024-07-17,2024-07-15,Hardware,John Doe,Closed"
"T870,2024-07-15,2024-07-22,2024-07-20,Software,Jane Smith,Closed"
"T871,2024-07-20,2024-07-27,2024-07-25,Network,Mike Johnson,Closed"
"T872,2024-07-25,2024-08-01,2024-07-30,Security,Sarah Brown,Closed"
"T873,2024-07-30,2024-08-06,2024-08-04,Hardware,John Doe,Closed"
"T874,2024-08-04,2024-08-11,2024-08-09,Software,Jane Smith,Closed"
"T875,2024-08-09,2024-08-16,2024-08-14,Network,Mike Johnson,Closed"
"T876,2024-08-14,2024-08-21,2024-08-19,Security,Sarah Brown,Closed"
"T877,2024-08-19,2024-08-26,2024-08-24,Hardware,John Doe,Closed"
"T878,2024-08-24,2024-08-31,2024-08-29,Software,Jane Smith,Closed"
"T879,2024-08-29,2024-09-05,2024-09-03,Network,Mike Johnson,Closed"
"T880,2024-09-03,2024-09-10,2024-09-08,Security,Sarah Brown,Closed"
"T881,2024-09-08,2024-09-15,2024-09-13,Hardware,John Doe,Closed"
"T882,2024-09-13,2024-09-20,2024-09-18,Software,Jane Smith,Closed"
"T883,2024-09-18,2024-09-25,2024-09-23,Network,Mike Johnson,Closed"
"T884,2024-09-23,2024-09-30,2024-09-28,Security,Sarah Brown,Closed"
"T885,2024-09-28,2024-10-05,2024-10-03,Hardware,John Doe,Closed"
"T886,2024-10-03,2024-10-10,2024-10-08,Software,Jane Smith,Closed"
"T887,2024-10-08,2024-10-15,2024-10-13,Network,Mike Johnson,Closed"
"T888,2024-10-13,2024-10-20,2024-10-18,Security,Sarah Brown,Closed"
"T889,2024-10-18,2024-10-25,2024-10-23,Hardware,John Doe,Closed"
"T890,2024-10-23,2024-10-30,2024-10-28,Software,Jane Smith,Closed"
"T891,2024-10-28,2024-11-04,2024-11-02,Network,Mike Johnson,Closed"
"T892,2024-11-02,2024-11-09,2024-11-07,Security,Sarah Brown,Closed"
"T893,2024-11-07,2024-11-14,2024-11-12,Hardware,John Doe,Closed"
"T894,2024-11-12,2024-11-19,2024-11-17,Software,Jane Smith,Closed"
"T895,2024-11-17,2024-11-24,2024-11-22,Network,Mike Johnson,Closed"
"T896,2024-11-22,2024-11-29,2024-11-27,Security,Sarah Brown,Closed"
"T897,2024-11-27,2024-12-04,2024-12-02,Hardware,John Doe,Closed"
"T898,2024-12-02,2024-12-09,2024-12-07,Software,Jane Smith,Closed"
"T899,2024-12-07,2024-12-14,2024-12-12,Network,Mike Johnson,Closed"
"T900,2024-12-12,2024-12-19,2024-12-17,Security,Sarah Brown,Closed"
"T901,2024-12-17,2024-12-24,2024-12-22,Hardware,John Doe,Closed"
"T902,2024-12-22,2024-12-29,2024-12-27,Software,Jane Smith,Closed"
"T903,2024-12-27,2025-01-03,2025-01-01,Network,Mike Johnson,Closed"
"T904,2024-01-01,2024-01-08,2024-01-06,Security,Sarah Brown,Closed"
"T905,2024-01-06,2024-01-13,2024-01-11,Hardware,John Doe,Closed"
"T906,2024-01-11,2024-01-18,2024-01-16,Software,Jane Smith,Closed"
"T907,2024-01-16,2024-01-23,2024-01-21,Network,Mike Johnson,Closed"
"T908,2024-01-21,2024-01-28,2024-01-26,Security,Sarah Brown,Closed"
"T909,2024-01-26,2024-02-02,2024-01-31,Hardware,John Doe,Closed"
"T910,2024-01-31,2024-02-07,2024-02-05,Software,Jane Smith,Closed"
"T911,2024-02-05,2024-02-12,2024-02-10,Network,Mike Johnson,Closed"
"T912,2024-02-10,2024-02-17,2024-02-15,Security,Sarah Brown,Closed"
"T913,2024-02-15,2024-02-22,2024-02-20,Hardware,John Doe,Closed"
"T914,2024-02-20,2024-02-27,2024-02-25,Software,Jane Smith,Closed"
"T915,2024-02-25,2024-03-03,2024-03-01,Network,Mike Johnson,Closed"
"T916,2024-03-01,2024-03-08,2024-03-06,Security,Sarah Brown,Closed"
"T917,2024-03-06,2024-03-13,2024-03-11,Hardware,John Doe,Closed"
"T918,2024-03-11,2024-03-18,2024-03-16,Software,Jane Smith,Closed"
"T919,2024-03-16,2024-03-23,2024-03-21,Network,Mike Johnson,Closed"
"T920,2024-03-21,2024-03-28,2024-03-26,Security,Sarah Brown,Closed"
"T921,2024-03-26,2024-04-02,2024-03-31,Hardware,John Doe,Closed"
"T922,2024-03-31,2024-04-07,2024-04-05,Software,Jane Smith,Closed"
"T923,2024-04-05,2024-04-12,2024-04-10,Network,Mike Johnson,Closed"
"T924,2024-04-10,2024-04-17,2024-04-15,Security,Sarah Brown,Closed"
"T925,2024-04-15,2024-04-22,2024-04-20,Hardware,John Doe,Closed"
"T926,2024-04-20,2024-04-27,2024-04-25,Software,Jane Smith,Closed"
"T927,2024-04-25,2024-05-02,2024-04-30,Network,Mike Johnson,Closed"
"T928,2024-04-30,2024-05-07,2024-05-05,Security,Sarah Brown,Closed"
"T929,2024-05-05,2024-05-12,2024-05-10,Hardware,John Doe,Closed"
"T930,2024-05-10,2024-05-17,2024-05-15,Software,Jane Smith,Closed"
"T931,2024-05-15,2024-05-22,2024-05-20,Network,Mike Johnson,Closed"
"T932,2024-05-20,2024-05-27,2024-05-25,Security,Sarah Brown,Closed"
"T933,2024-05-25,2024-06-01,2024-05-30,Hardware,John Doe,Closed"
"T934,2024-05-30,2024-06-06,2024-06-04,Software,Jane Smith,Closed"
"T935,2024-06-04,2024-06-11,2024-06-09,Network,Mike Johnson,Closed"
"T936,2024-06-09,2024-06-16,2024-06-14,Security,Sarah Brown,Closed"
"T937,2024-06-14,2024-06-21,2024-06-19,Hardware,John Doe,Closed"
"T938,2024-06-19,2024-06-26,2024-06-24,Software,Jane Smith,Closed"
"T939,2024-06-24,2024-07-01,2024-06-29,Network,Mike Johnson,Closed"
"T940,2024-06-29,2024-07-06,2024-07-04,Security,Sarah Brown,Closed"
"T941,2024-07-04,2024-07-11,2024-07-09,Hardware,John Doe,Closed"
"T942,2024-07-09,2024-07-16,2024-07-14,Software,Jane Smith,Closed"
"T943,2024-07-14,2024-07-21,2024-07-19,Network,Mike Johnson,Closed"
"T944,2024-07-19,2024-07-26,2024-07-24,Security,Sarah Brown,Closed"
"T945,2024-07-24,2024-07-31,2024-07-29,Hardware,John Doe,Closed"
"T946,2024-07-29,2024-08-05,2024-08-03,Software,Jane Smith,Closed"
"T947,2024-08-03,2024-08-10,2024-08-08,Network,Mike Johnson,Closed"
"T948,2024-08-08,2024-08-15,2024-08-13,Security,Sarah Brown,Closed"
"T949,2024-08-13,2024-08-20,2024-08-18,Hardware,John Doe,Closed"
"T950,2024-08-18,2024-08-25,2024-08-23,Software,Jane Smith,Closed"
"T951,2024-08-23,2024-08-30,2024-08-28,Network,Mike Johnson,Closed"
"T952,2024-08-28,2024-09-04,2024-09-02,Security,Sarah Brown,Closed"
"T953,2024-09-02,2024-09-09,2024-09-07,Hardware,John Doe,Closed"
"T954,2024-09-07,2024-09-14,2024-09-12,Software,Jane Smith,Closed"
"T955,2024-09-12,2024-09-19,2024-09-17,Network,Mike Johnson,Closed"
"T956,2024-09-17,2024-09-24,2024-09-22,Security,Sarah Brown,Closed"
"T957,2024-09-22,2024-09-29,2024-09-27,Hardware,John Doe,Closed"
"T958,2024-09-27,2024-10-04,2024-10-02,Software,Jane Smith,Closed"
"T959,2024-03-15,2024-03-20,2025-01-15,Network,Mike Johnson,Closed"
"T960,2024-05-22,2024-05-28,2025-02-22,Security,Sarah Brown,Closed"
"T961,2024-08-07,2024-08-12,2025-03-07,Network,Emily Chen,Closed"
"T962,2024-01-30,2024-02-05,2025-01-30,Network,David Wilson,Closed"
"T963,2024-11-18,2024-11-23,2025-05-18,Security,Sarah Brown,Closed"
"T964,2024-06-09,2024-06-14,2025-02-09,Network,Mike Johnson,Closed"
"T965,2024-09-25,2024-09-30,2025-04-25,Network,Emily Chen,Closed"
"T966,2024-02-14,2024-02-19,2025-01-14,Hardware,John Doe,Closed"
"T967,2024-07-03,2024-07-08,2025-03-03,Network,David Wilson,Closed"
"T968,2024-10-11,2024-10-16,2025-05-11,Security,Sarah Brown,Closed"
"T969,2024-04-28,2024-05-03,2025-01-28,Network,Mike Johnson,Closed"
"T970,2024-12-05,2024-12-10,2025-06-05,Network,Emily Chen,Closed"
"T971,2024-01-19,2024-01-24,2025-01-19,Security,Sarah Brown,Closed"
"T972,2024-08-31,2024-09-05,2025-03-31,Network,David Wilson,Closed"
"T973,2024-05-14,2024-05-19,2025-02-14,Network,Mike Johnson,Closed"
"T974,2024-11-27,2024-12-02,2025-05-27,Software,Jane Smith,Closed"
"T975,2024-03-02,2024-03-07,2025-01-02,Network,Emily Chen,Closed"
"T976,2024-09-19,2024-09-24,2025-04-19,Security,Sarah Brown,Closed"
"T977,2024-06-25,2024-06-30,2025-02-25,Network,David Wilson,Closed"
"T978,2024-02-08,2024-02-13,2025-01-08,Network,Mike Johnson,Closed"
"T979,2024-10-23,2024-10-28,2025-05-23,Network,Emily Chen,Closed"
"T980,2024-07-17,2024-07-22,2025-03-17,Security,Sarah Brown,Closed"
"T981,2024-04-01,2024-04-06,2025-01-01,Network,David Wilson,Closed"
"T982,2024-12-14,2024-12-19,2025-06-14,Network,Mike Johnson,Closed"
"T983,2024-01-26,2024-01-31,2025-01-26,Hardware,John Doe,Closed"
"T984,2024-08-12,2024-08-17,2025-03-12,Network,Emily Chen,Closed"
"T985,2024-05-29,2024-06-03,2025-02-28,Security,Sarah Brown,Closed"
"T986,2024-11-09,2024-11-14,2025-05-09,Network,David Wilson,Closed"
"T987,2024-03-23,2024-03-28,2025-01-23,Network,Mike Johnson,Closed"
"T988,2024-10-06,2024-10-11,2025-05-06,Network,Emily Chen,Closed"
"T989,2024-06-18,2024-06-23,2025-02-18,Security,Sarah Brown,Closed"
"T990,2024-02-11,2024-02-16,2025-01-11,Network,David Wilson,Closed"
"T991,2024-09-04,2024-09-09,2025-04-04,Network,Mike Johnson,Closed"
"T992,2024-07-21,2024-07-26,2025-03-21,Software,Jane Smith,Closed"
"T993,2024-04-14,2024-04-19,2025-01-14,Network,Emily Chen,Closed"
"T994,2024-11-30,2024-12-05,2025-05-30,Security,Sarah Brown,Closed"
"T995,2024-01-07,2024-01-12,2025-01-07,Network,David Wilson,Closed"
"T996,2024-08-24,2024-08-29,2025-03-24,Network,Mike Johnson,Closed"
"T997,2024-05-10,2024-05-15,2025-02-10,Network,Emily Chen,Closed"
"T998,2024-12-22,2024-12-27,2025-06-22,Security,Sarah Brown,Closed"
"T999,2024-03-06,2024-03-11,2025-01-06,Network,David Wilson,Closed"
"T1000,2024-10-19,2024-10-24,2025-05-19,Network,Mike Johnson,Closed"
"T1001,2024-06-01,2024-06-06,2025-02-01,Hardware,John Doe,Closed"
"T1002,2024-02-23,2024-02-28,2025-01-23,Network,Emily Chen,Closed"
"T1003,2024-09-16,2024-09-21,2025-04-16,Security,Sarah Brown,Closed"
"T1004,2024-07-05,2024-07-10,2025-03-05,Network,David Wilson,Closed"
"T1005,2024-04-18,2024-04-23,2025-01-18,Network,Mike Johnson,Closed"
"T1006,2024-12-01,2024-12-06,2025-06-01,Network,Emily Chen,Closed"
"T1007,2024-01-14,2024-01-19,2025-01-14,Security,Sarah Brown,Closed"
"T1008,2024-08-28,2024-09-02,2025-03-28,Network,David Wilson,Closed"
"T1009,2024-05-25,2024-05-30,2025-02-25,Network,Mike Johnson,Closed"
"T1010,2024-11-13,2024-11-18,2025-05-13,Software,Jane Smith,Closed"
"T1011,2024-03-10,2024-03-15,2025-01-10,Network,Emily Chen,Closed"
"T1012,2024-10-02,2024-10-07,2025-05-02,Security,Sarah Brown,Closed"
"T1013,2024-06-22,2024-06-27,2025-02-22,Network,David Wilson,Closed"
"T1014,2024-02-05,2024-02-10,2025-01-05,Network,Mike Johnson,Closed"
"T1015,2024-09-11,2024-09-16,2025-04-11,Network,Emily Chen,Closed"
"T1016,2024-07-28,2024-08-02,2025-03-28,Security,Sarah Brown,Closed"
"T1017,2024-04-09,2024-04-14,2025-01-09,Network,David Wilson,Closed"
"T1018,2024-11-22,2024-11-27,2025-05-22,Network,Mike Johnson,Closed"
"T1019,2024-01-03,2024-01-08,2025-01-03,Hardware,John Doe,Closed"
"T1020,2024-08-16,2024-08-21,2025-03-16,Network,Emily Chen,Closed"
"T1021,2024-05-02,2024-05-07,2025-02-02,Security,Sarah Brown,Closed"
"T1022,2024-12-18,2024-12-23,2025-06-18,Network,David Wilson,Closed"
"T1023,2024-03-27,2024-04-01,2025-01-27,Network,Mike Johnson,Closed"
"T1024,2024-10-10,2024-10-15,2025-05-10,Network,Emily Chen,Closed"
"T1025,2024-06-14,2024-06-19,2025-02-14,Security,Sarah Brown,Closed"
"T1026,2024-02-17,2024-02-22,2025-01-17,Network,David Wilson,Closed"
"T1027,2024-09-08,2024-09-13,2025-04-08,Network,Mike Johnson,Closed"
"T1028,2024-07-13,2024-07-18,2025-03-13,Software,Jane Smith,Closed"
"T1029,2024-04-23,2024-04-28,2025-01-23,Network,Emily Chen,Closed"
"T1030,2024-12-09,2024-12-14,2025-06-09,Security,Sarah Brown,Closed"
"T1031,2024-01-22,2024-01-27,2025-01-22,Network,David Wilson,Closed"
"T1032,2024-08-07,2024-08-12,2025-03-07,Network,Mike Johnson,Closed"
"T1033,2024-05-18,2024-05-23,2025-02-18,Network,Emily Chen,Closed"
"T1034,2024-11-05,2024-11-10,2025-05-05,Security,Sarah Brown,Closed"
"T1035,2024-03-19,2024-03-24,2025-01-19,Network,David Wilson,Closed"
"T1036,2024-10-27,2024-11-01,2025-05-27,Network,Mike Johnson,Closed"
"T1037,2024-06-06,2024-06-11,2025-02-06,Hardware,John Doe,Closed"
"T1038,2024-02-29,2024-03-05,2025-01-29,Network,Emily Chen,Closed"
"T1039,2024-09-23,2024-09-28,2025-04-23,Security,Sarah Brown,Closed"
"T1040,2024-07-09,2024-07-14,2025-03-09,Network,David Wilson,Closed"
"T1041,2024-04-05,2024-04-10,2025-01-05,Network,Mike Johnson,Closed"
"T1042,2024-11-17,2024-11-22,2025-05-17,Network,Emily Chen,Closed"
"T1043,2024-01-11,2024-01-16,2025-01-11,Security,Sarah Brown,Closed"
"T1044,2024-08-20,2024-08-25,2025-03-20,Network,David Wilson,Closed"
"T1045,2024-05-06,2024-05-11,2025-02-06,Network,Mike Johnson,Closed"
